,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,0_na,1_na,2_na
711,0.17647058823529413,0.0,0.2970864173465399,0.3626367307666494,1.0,0.5,0.0,1.0,1.0,0.25,0.5,0.09090909090909091,0.4,1.0,0.75,0.2,0.3333333333333333,0.75,0.20289855072463858,0.0,0.0,0.0,0.4,0.30000000000000004,0.25,0.0,0.3333333333333333,1.0,0.75,0.5,0.75,0.5,0.8333333333333333,0.0,0.6666666666666666,0.0,0.6172844251132741,0.2353905992409589,1.0,0.75,1.0,1.0,0.37096701723755326,0.8314272416923911,0.0,0.4471279417972219,0.0,0.0,0.3333333333333333,0.0,0.25,0.3333333333333333,0.3333333333333333,0.41666666666666663,1.0,0.0,0.0,0.4,0.581818181818182,0.6666666666666666,0.25,0.33695321776929443,0.75,1.0,0.0,0.6881553779658629,0.0,0.9990297376090298,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.6666666666666666,0.0,0.0,0.0,0.0
1049,0.0,0.75,0.26670113817607843,0.4096314036491966,1.0,1.0,0.0,0.6666666666666666,1.0,0.25,0.0,0.2272727272727273,0.4,1.0,0.75,0.6000000000000001,0.3333333333333333,0.75,0.5362318840579707,0.93333333333333,0.0,0.0,0.4,0.30000000000000004,0.25,0.0,0.3333333333333333,1.0,0.5,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.4014632652928244,0.0,0.0,0.36340076933080884,0.0,0.0,0.3333333333333333,0.0,0.25,0.3333333333333333,0.6666666666666666,0.33333333333333337,1.0,0.0,0.0,0.4,0.418181818181818,0.3333333333333333,0.25,0.2803177079665612,0.75,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.2727272727272727,1.0,0.6666666666666666,0.0,0.0,0.0,0.0
310,0.2352941176470588,0.75,0.316439484629012,0.3383761134995829,1.0,1.0,0.3333333333333333,0.3333333333333333,1.0,0.25,0.0,0.5909090909090909,0.4,1.0,0.75,1.0,0.5555555555555556,0.5,0.8768115942028984,0.7333333333333343,0.0,0.0,0.5,0.6000000000000001,0.5,0.8117316468528036,0.3333333333333333,1.0,1.0,0.75,0.75,0.25,0.6666666666666666,0.5100015573336585,0.6666666666666666,0.0,0.28350185995750704,0.20168132771852879,1.0,0.75,1.0,1.0,0.29020422532139034,0.9194348706424296,0.0,0.53287910906374,0.0,0.0,0.6666666666666666,0.5,0.375,0.3333333333333333,0.6666666666666666,0.33333333333333337,1.0,0.3333333333333333,0.6000000000000001,0.8,0.8454545454545439,1.0,0.5,0.3630992441178861,0.75,1.0,1.0,0.8217260430160304,0.6449824253398443,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.36363636363636365,0.0,0.6666666666666666,0.75,0.0,0.0,1.0
571,0.0,0.75,0.26670113817607843,0.3292939661618074,1.0,1.0,0.0,0.3333333333333333,1.0,0.25,0.0,0.36363636363636365,0.4,1.0,0.75,0.6000000000000001,0.5555555555555556,0.625,0.6304347826086953,0.14999999999999858,0.0,0.0,0.2,0.1,0.5,0.867575626303496,0.3333333333333333,1.0,0.5,0.5,0.75,0.25,0.3333333333333333,0.47643674630353716,0.6666666666666666,0.0,0.4497439933154437,0.23640269134722613,1.0,1.0,1.0,1.0,0.3731993621262495,0.0,0.0,0.3373140264829404,0.3333333333333333,0.0,0.3333333333333333,0.0,0.25,0.3333333333333333,0.6666666666666666,0.16666666666666666,1.0,0.0,0.0,0.8,0.5363636363636353,0.3333333333333333,0.25,0.2650377506264727,0.75,1.0,1.0,0.8062403366604709,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.8181818181818182,0.0,0.6666666666666666,0.0,0.0,0.0,0.0
917,0.0,0.75,0.316439484629012,0.49438212704001805,1.0,1.0,0.0,0.3333333333333333,1.0,0.25,0.0,0.2272727272727273,0.4,1.0,0.75,0.6000000000000001,0.3333333333333333,0.625,0.608695652173914,0.10000000000000142,0.0,0.0,0.9,0.8,0.25,0.0,0.3333333333333333,1.0,0.5,0.5,0.75,0.25,0.6666666666666666,0.6295400572887053,0.6666666666666666,0.0,0.18053789723994446,0.28900821771697816,1.0,1.0,1.0,0.6666666666666666,0.507669292800728,0.0,0.0,0.46213212820160116,0.0,0.0,0.3333333333333333,0.0,0.375,0.3333333333333333,0.3333333333333333,0.33333333333333337,1.0,0.0,0.0,0.8,0.5090909090909079,0.6666666666666666,0.25,0.2619605488936459,0.75,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.2727272727272727,0.75,0.6666666666666666,0.75,0.0,0.0,1.0
602,0.2352941176470588,0.75,0.36210569532467723,0.39015713150762626,1.0,1.0,0.3333333333333333,0.3333333333333333,1.0,0.25,0.0,0.5,0.4,1.0,0.75,1.0,0.7777777777777777,0.5,0.8695652173913047,0.7000000000000028,0.0,0.0,0.5,0.6000000000000001,0.25,0.0,0.6666666666666666,1.0,1.0,0.75,0.75,0.5,1.0,0.5779352727304565,0.6666666666666666,0.0,0.2299261227096382,0.24524352422055615,1.0,1.0,1.0,1.0,0.40022461330444153,0.9378018220375344,0.0,0.6190008738196879,0.3333333333333333,0.0,0.6666666666666666,0.5,0.375,0.3333333333333333,0.6666666666666666,0.5,1.0,0.3333333333333333,0.6000000000000001,0.8,0.836363636363636,1.0,0.5,0.4240961226623837,0.75,1.0,1.0,0.763182329605916,0.7850386756253318,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.09090909090909091,0.0,0.6666666666666666,0.0,0.0,0.0,0.0
289,0.2941176470588235,0.75,0.26670113817607843,0.3630363569183977,1.0,1.0,0.0,0.3333333333333333,1.0,0.25,0.0,0.18181818181818182,0.6000000000000001,1.0,0.75,1.0,0.5555555555555556,0.75,0.3115942028985508,0.8833333333333329,0.0,0.0,0.30000000000000004,0.2,0.25,0.0,0.3333333333333333,1.0,0.25,0.5,0.75,0.25,0.8333333333333333,0.0,0.6666666666666666,0.0,0.557898721575585,0.20189538346446814,1.0,1.0,1.0,0.6666666666666666,0.29076081171885365,0.9065772435965891,0.0,0.5072232994791911,0.0,0.0,0.3333333333333333,0.0,0.375,0.3333333333333333,0.3333333333333333,0.41666666666666663,1.0,0.0,0.0,0.4,0.9363636363636338,0.3333333333333333,0.25,0.33695321776929443,0.75,1.0,1.0,0.0,0.0,0.0,0.0,0.9999980468662869,0.0,0.0,1.0,1.0,0.0,0.5454545454545454,0.25,0.6666666666666666,0.75,0.0,0.0,0.0
428,0.0,0.75,0.2871476112860752,0.3136789737545731,1.0,1.0,0.0,0.3333333333333333,1.0,0.25,0.0,0.6818181818181819,0.4,1.0,0.75,0.6000000000000001,0.6666666666666665,0.5,0.9782608695652169,0.9500000000000028,0.0,0.0,0.9,0.8,0.5,0.8081934235134312,0.6666666666666666,1.0,1.0,0.75,0.75,0.25,1.0,0.5492858285717326,0.6666666666666666,0.0,0.4937777328672151,0.3028186999949682,1.0,1.0,1.0,1.0,0.5011412530405168,0.0,0.0,0.4560310309034759,0.3333333333333333,0.0,0.6666666666666666,0.0,0.25,0.3333333333333333,0.6666666666666666,0.33333333333333337,1.0,0.0,0.0,0.8,0.9727272727272727,0.6666666666666666,0.5,0.5077151207664162,0.75,1.0,1.0,0.7458053602590673,0.620508558547687,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.7272727272727273,0.25,1.0,1.0,0.0,0.0,0.0
1085,0.38235294117647056,0.75,0.33052608844389003,0.3704149923453025,1.0,1.0,0.0,0.3333333333333333,1.0,0.25,0.0,0.5,0.4,1.0,0.75,0.4,0.5555555555555556,0.625,0.8695652173913047,0.7000000000000028,0.0,0.0,0.5,0.6000000000000001,0.25,0.0,0.3333333333333333,1.0,1.0,0.75,0.75,0.75,1.0,0.5687252881830409,0.6666666666666666,0.0,0.2914417785356666,0.2508103746699559,1.0,1.0,1.0,1.0,0.42770595059584954,0.0,0.0,0.387692309847491,0.3333333333333333,0.0,0.3333333333333333,0.0,0.25,0.3333333333333333,0.6666666666666666,0.24999999999999997,1.0,0.0,0.0,0.8,0.836363636363636,0.3333333333333333,0.5,0.4642311011470872,0.75,1.0,1.0,0.763182329605916,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.2727272727272727,1.0,0.6666666666666666,0.75,0.0,0.0,0.0
208,0.2352941176470588,0.75,0.316439484629012,0.4598436483460236,1.0,1.0,0.3333333333333333,0.6666666666666666,1.0,0.25,0.5,0.5,0.4,1.0,0.75,1.0,0.6666666666666665,0.5,0.8405797101449277,0.6499999999999986,0.0,0.0,0.7000000000000001,0.7000000000000001,0.5,0.8244948087376109,0.6666666666666666,1.0,0.5,0.75,0.75,1.0,1.0,0.6305654435806138,0.6666666666666666,0.0,0.20107539344475545,0.2933255494182985,1.0,1.0,1.0,1.0,0.4922503775054791,0.927741683730797,0.0,0.6451332793282959,0.3333333333333333,0.0,0.6666666666666666,0.5,0.375,0.3333333333333333,0.3333333333333333,0.41666666666666663,1.0,0.3333333333333333,0.8,0.8,0.7999999999999972,1.0,0.5,0.387445738744503,0.75,1.0,1.0,0.6712395149349502,0.6234144244772677,0.0,0.0,0.9999921019154412,0.0,0.0,1.0,1.0,0.0,0.2727272727272727,0.25,0.6666666666666666,0.75,0.0,0.0,1.0
680,0.588235294117647,0.75,0.2117551170539771,0.34643035502531333,1.0,1.0,0.0,0.3333333333333333,1.0,0.25,0.0,0.5,0.4,1.0,1.0,0.6000000000000001,0.5555555555555556,0.5,0.7826086956521738,0.5,0.0,0.0,0.7000000000000001,0.7000000000000001,0.25,0.0,0.3333333333333333,1.0,0.5,0.75,0.75,0.25,0.3333333333333333,0.5172857306236525,0.16666666666666666,0.9994969264657074,0.3429885338004056,0.2482313298184852,1.0,0.5,1.0,1.0,0.39856655041505773,0.0,0.0,0.36072358291987366,0.0,0.0,0.6666666666666666,0.0,0.25,0.3333333333333333,0.3333333333333333,0.24999999999999997,1.0,0.3333333333333333,0.6000000000000001,0.8,0.7272727272727266,0.6666666666666666,0.25,0.24646194890295647,0.75,1.0,1.0,0.7099174831713475,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.36363636363636365,1.0,0.6666666666666666,0.75,0.0,0.0,0.0
353,0.05882352941176469,0.25,0.26670113817607843,0.3583227818941192,1.0,1.0,0.0,0.3333333333333333,1.0,0.25,0.0,0.13636363636363635,0.4,1.0,0.75,0.6000000000000001,0.5555555555555556,0.875,0.4057971014492754,0.8833333333333329,0.0,0.0,0.9,0.8,0.25,0.0,0.3333333333333333,0.6666666666666666,0.25,0.5,0.75,0.25,0.8333333333333333,0.0,0.6666666666666666,0.0,0.5281458455111276,0.1858255085866451,1.0,0.75,1.0,1.0,0.3027994976179612,0.0,0.0,0.2726753560079729,0.0,0.0,0.3333333333333333,0.0,0.25,0.3333333333333333,0.3333333333333333,0.24999999999999997,1.0,0.0,0.0,0.4,0.9545454545454533,0.3333333333333333,0.5,0.40867203767085397,0.75,1.0,1.0,0.7470442404366914,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.36363636363636365,1.0,0.6666666666666666,0.75,0.0,0.0,0.0
324,0.3529411764705882,0.75,0.4285671788122453,0.4126724289107509,1.0,1.0,0.0,0.3333333333333333,1.0,0.0,0.0,0.36363636363636365,1.0,1.0,0.75,0.8,0.6666666666666665,0.75,0.6884057971014492,0.9500000000000028,1.0,1.0,0.30000000000000004,0.2,0.5,0.8979396440118723,0.6666666666666666,0.6666666666666666,0.5,0.75,0.75,0.25,0.8333333333333333,0.0,0.6666666666666666,0.0,0.5625621239631372,0.20445776411177197,1.0,1.0,1.0,1.0,0.6706372771906565,0.9456013291277903,0.0,0.774895781481969,0.0,0.0,0.6666666666666666,0.5,0.625,0.3333333333333333,0.6666666666666666,0.75,1.0,0.3333333333333333,0.8,1.0,0.5545454545454547,1.0,0.5,0.4642311011470872,0.75,1.0,1.0,0.8507365988291712,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.4545454545454545,1.0,0.6666666666666666,0.75,0.0,0.0,0.0
237,0.2352941176470588,0.75,0.316439484629012,0.3784522170163684,1.0,1.0,0.3333333333333333,0.3333333333333333,1.0,0.75,0.0,0.5,0.8,1.0,0.75,1.0,0.6666666666666665,0.75,0.8768115942028984,0.8833333333333329,0.0,0.0,0.5,0.6000000000000001,0.25,0.0,0.6666666666666666,1.0,1.0,0.75,0.75,0.25,0.3333333333333333,0.4721596919131068,0.6666666666666666,0.0,0.5155496188880013,0.26259348355738377,1.0,1.0,1.0,1.0,0.43454833872519494,0.9106767385243315,0.0,0.5859400452659793,0.0,0.0,0.6666666666666666,0.5,0.375,0.3333333333333333,0.6666666666666666,0.41666666666666663,1.0,0.0,0.0,0.8,0.8454545454545439,0.6666666666666666,0.5,0.3895788227467147,0.75,1.0,1.0,0.9031540451356166,0.6617882164271447,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.09090909090909091,1.0,0.6666666666666666,0.75,0.0,0.0,1.0
58,0.2352941176470588,0.75,0.2970864173465399,0.4503523288344419,1.0,1.0,1.0,1.0,1.0,0.75,0.0,0.9090909090909092,0.4,1.0,0.75,1.0,1.0,0.5,0.9710144927536231,0.93333333333333,0.5,0.0,0.9,0.8,0.5,0.983096089403317,1.0,1.0,1.0,1.0,0.75,1.0,0.8333333333333333,0.0,0.6666666666666666,0.0,0.784665246644801,0.3394316863954901,1.0,1.0,1.0,1.0,0.56377496219958,0.9747419504830039,0.0,0.7709648807521106,0.0,0.0,1.0,0.5,0.375,0.3333333333333333,0.6666666666666666,0.6666666666666666,1.0,0.3333333333333333,0.8,1.0,0.9636363636363612,1.0,0.75,0.5164538203661848,0.75,1.0,1.0,0.8230372384764055,0.0,0.9956931363399741,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.8181818181818182,0.0,1.0,1.0,0.0,0.0,0.0
1159,0.2352941176470588,0.75,0.34427191869426044,0.37150150885808986,1.0,1.0,0.0,0.3333333333333333,1.0,0.25,0.0,0.6363636363636364,0.4,1.0,0.75,1.0,0.5555555555555556,0.625,0.7391304347826093,0.3999999999999986,0.5,0.0,0.5,0.6000000000000001,0.5,0.889562426646781,0.6666666666666666,1.0,0.5,0.5,0.75,0.25,0.6666666666666666,0.4860584067993945,0.6666666666666666,0.0,0.4541603410073131,0.24384474940588374,1.0,0.5,1.0,1.0,0.40678297491459275,0.9327412165827718,0.0,0.6117293183894358,0.0,0.0,0.6666666666666666,0.5,0.5,0.3333333333333333,0.6666666666666666,0.5,1.0,0.3333333333333333,0.6000000000000001,0.8,0.672727272727272,0.6666666666666666,0.5,0.4477126442855667,1.0,1.0,1.0,0.0,0.6594894807752462,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.5454545454545454,0.5,0.6666666666666666,0.75,0.0,0.0,0.0
535,1.0,0.75,0.316439484629012,0.3203507104766472,1.0,1.0,0.0,0.3333333333333333,1.0,0.25,0.0,0.2272727272727273,0.4,1.0,0.0,1.0,0.4444444444444445,0.75,0.27536231884058004,0.68333333333333,0.0,0.0,0.4,0.30000000000000004,0.25,0.0,0.3333333333333333,1.0,0.5,0.75,0.75,1.0,1.0,0.6135954396031076,0.6666666666666666,0.0,0.2572657754372687,0.2858022347052024,1.0,0.5,1.0,1.0,0.35307465387337295,0.8803851270895819,0.0,0.4945800191118631,0.3333333333333333,0.0,0.3333333333333333,0.0,0.375,0.3333333333333333,0.3333333333333333,0.24999999999999997,1.0,0.0,0.0,0.0,0.7272727272727266,0.0,0.0,0.0,0.0,0.0,0.0,0.7179757792438997,0.0,0.9995097275427562,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.5,0.6666666666666666,0.75,1.0,0.0,0.0
